letter,startPosition,endPosition,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redStartLocation,redEndLocation,category
Δ-,beta8,zeta9,none,none,dash,noRotation,,nw,se,anti,cw,+,nw,n,1
Δ-,beta8,zeta7,none,none,dash,noRotation,,nw,se,anti,cw,-,nw,w,1
Θ-,alpha2,eta9,none,none,dash,noRotation,,sw,ne,pro,cw,+,ne,n,1
Θ-,alpha2,zeta15,none,none,dash,noRotation,,sw,ne,pro,cw,-,ne,w,1
Θ-,alpha4,zeta9,none,none,dash,noRotation,,nw,se,pro,cw,+,se,n,1
Θ-,alpha4,zeta7,none,none,dash,noRotation,,nw,se,pro,cw,-,se,w,1
Θ-,alpha6,zeta1,none,none,dash,noRotation,,ne,sw,pro,cw,+,sw,n,1
Θ-,alpha6,eta7,none,none,dash,noRotation,,ne,sw,pro,cw,-,sw,w,1
Θ-,alpha8,eta1,none,none,dash,noRotation,,se,nw,pro,cw,+,nw,n,1
Θ-,alpha8,eta15,none,none,dash,noRotation,,se,nw,pro,cw,-,nw,w,1
Θ-,alpha2,eta9,none,none,dash,noRotation,,sw,ne,pro,ccw,+,ne,n,1
Θ-,alpha2,zeta15,none,none,dash,noRotation,,sw,ne,pro,ccw,-,ne,w,1
Θ-,alpha4,zeta9,none,none,dash,noRotation,,nw,se,pro,ccw,+,se,n,1
Θ-,alpha4,zeta7,none,none,dash,noRotation,,nw,se,pro,ccw,-,se,w,1
Θ-,alpha6,zeta1,none,none,dash,noRotation,,ne,sw,pro,ccw,+,sw,n,1
Θ-,alpha6,eta7,none,none,dash,noRotation,,ne,sw,pro,ccw,-,sw,w,1
Θ-,alpha8,eta1,none,none,dash,noRotation,,se,nw,pro,ccw,+,nw,n,1
Θ-,alpha8,eta15,none,none,dash,noRotation,,se,nw,pro,ccw,-,nw,w,1
Ω-,alpha2,eta9,none,none,dash,noRotation,,sw,ne,anti,ccw,+,ne,n,1
Ω-,alpha2,zeta15,none,none,dash,noRotation,,sw,ne,anti,ccw,-,ne,w,1
Ω-,alpha4,zeta9,none,none,dash,noRotation,,nw,se,anti,ccw,+,se,n,1
Ω-,alpha4,zeta7,none,none,dash,noRotation,,nw,se,anti,ccw,-,se,w,1
Ω-,alpha6,zeta1,none,none,dash,noRotation,,ne,sw,anti,ccw,+,sw,n,1
Ω-,alpha6,eta7,none,none,dash,noRotation,,ne,sw,anti,ccw,-,sw,w,1
Ω-,alpha8,eta1,none,none,dash,noRotation,,se,nw,anti,ccw,+,nw,n,1
Ω-,alpha8,eta15,none,none,dash,noRotation,,se,nw,anti,ccw,-,nw,w,1
Ω-,alpha2,eta9,none,none,dash,noRotation,,sw,ne,anti,cw,+,ne,n,1
Ω-,alpha2,zeta15,none,none,dash,noRotation,,sw,ne,anti,cw,-,ne,w,1
Ω-,alpha4,zeta9,none,none,dash,noRotation,,nw,se,anti,cw,+,se,n,1
Ω-,alpha4,zeta7,none,none,dash,noRotation,,nw,se,anti,cw,-,se,w,1
Ω-,alpha6,zeta1,none,none,dash,noRotation,,ne,sw,anti,cw,+,sw,n,1
Ω-,alpha6,eta7,none,none,dash,noRotation,,ne,sw,anti,cw,-,sw,w,1
Ω-,alpha8,eta1,none,none,dash,noRotation,,se,nw,anti,cw,+,nw,n,1
Ω-,alpha8,eta15,none,none,dash,noRotation,,se,nw,anti,cw,-,nw,w,1
